pop_total,zip code tabulation area,pop_white,pop_black,pop_hispanic
8642.0,43964,8209.0,256.0,27.0
51116.0,28216,12020.0,32646.0,4077.0
71605.0,28277,47299.0,6154.0,5172.0
27286.0,28278,12758.0,8214.0,2870.0
29414.0,28303,12090.0,11295.0,3084.0
58110.0,28314,18095.0,26366.0,8574.0
444.0,28330,340.0,104.0,0.0
2329.0,28347,540.0,879.0,826.0
4698.0,28351,2606.0,1255.0,16.0
2682.0,28357,1337.0,525.0,341.0
2865.0,28369,1286.0,947.0,161.0
7249.0,28371,3576.0,1980.0,404.0
1628.0,28392,966.0,655.0,7.0
6533.0,28428,6145.0,7.0,123.0
5375.0,28433,1796.0,3339.0,166.0
2058.0,28435,1506.0,330.0,75.0
2596.0,28450,1766.0,222.0,84.0
19897.0,28461,17674.0,390.0,1204.0
12659.0,28462,11108.0,1165.0,97.0
146.0,28537,140.0,3.0,3.0
25420.0,28547,16102.0,2603.0,4580.0
146.0,28552,146.0,0.0,0.0
15204.0,28557,12550.0,1167.0,869.0
27590.0,28560,19661.0,4825.0,1379.0
38598.0,28562,25869.0,8579.0,1993.0
21590.0,28570,18285.0,1129.0,1111.0
18116.0,28574,13650.0,1713.0,1789.0
554.0,28579,539.0,10.0,0.0
2602.0,28373,1760.0,708.0,68.0
15183.0,28364,1084.0,3085.0,45.0
5564.0,28366,2851.0,1086.0,1380.0
12933.0,28377,1682.0,3311.0,2237.0
8854.0,28383,1101.0,2205.0,90.0
5997.0,28386,495.0,712.0,1561.0
7765.0,28398,2445.0,3489.0,1457.0
11634.0,28425,6317.0,3716.0,1022.0
7525.0,28429,5366.0,1769.0,187.0
2707.0,28464,842.0,1425.0,440.0
5366.0,28073,3873.0,1222.0,5.0
3629.0,28098,2566.0,551.0,371.0
2453.0,28119,775.0,1395.0,283.0
25158.0,28144,11718.0,10963.0,1663.0
27581.0,28150,18019.0,7898.0,962.0
10056.0,28168,9284.0,131.0,321.0
56910.0,28173,44837.0,4071.0,3129.0
48539.0,28205,20923.0,13596.0,9518.0
41356.0,28214,14623.0,16883.0,5958.0
17830.0,28307,9459.0,3028.0,3768.0
13700.0,28315,8197.0,3647.0,846.0
4371.0,28318,3624.0,252.0,297.0
9919.0,28320,7027.0,2405.0,284.0
11075.0,28333,2491.0,4461.0,3816.0
9248.0,28730,8164.0,246.0,755.0
6692.0,28544,4273.0,1360.0,680.0
12089.0,28470,9025.0,1850.0,890.0
304.0,28524,304.0,0.0,0.0
6457.0,28530,3506.0,2547.0,359.0
1019.0,28556,806.0,95.0,0.0
2053.0,28573,1074.0,879.0,89.0
10499.0,28621,8571.0,463.0,1331.0
818.0,28631,700.0,0.0,118.0
1117.0,28644,1094.0,0.0,23.0
7033.0,28675,5898.0,249.0,798.0
2370.0,28684,2312.0,7.0,23.0
32330.0,28405,23839.0,6088.0,1619.0
1584.0,28442,857.0,546.0,141.0
1962.0,28444,1055.0,850.0,12.0
9294.0,28466,6486.0,1807.0,906.0
363.0,28718,363.0,0.0,0.0
6477.0,28722,5298.0,267.0,801.0
464.0,28077,443.0,9.0,10.0
6074.0,28097,5527.0,86.0,379.0
11397.0,28103,8496.0,2152.0,514.0
45786.0,28105,32564.0,4886.0,4828.0
53520.0,28110,35531.0,6789.0,9902.0
6192.0,28124,5881.0,70.0,49.0
7860.0,28127,6607.0,889.0,156.0
3248.0,28137,2762.0,149.0,108.0
20900.0,28139,18602.0,1303.0,537.0
45694.0,28212,8303.0,18963.0,12610.0
29410.0,28217,4166.0,12422.0,9535.0
55769.0,28227,27189.0,15710.0,9213.0
27897.0,29440,13904.0,12603.0,679.0
3548.0,29450,1155.0,2298.0,0.0
484.0,29452,159.0,325.0,0.0
30609.0,29456,19280.0,6830.0,2448.0
6966.0,29477,3167.0,3523.0,124.0
2242.0,29525,643.0,1313.0,5.0
21046.0,29340,15404.0,4521.0,647.0
4199.0,29353,3212.0,922.0,18.0
578.0,29364,464.0,85.0,0.0
13567.0,29369,10076.0,2654.0,228.0
1187.0,29370,798.0,363.0,22.0
3756.0,29374,3422.0,118.0,58.0
7834.0,29385,4595.0,1594.0,1018.0
2309.0,29448,1408.0,864.0,1.0
38267.0,29466,33994.0,2565.0,920.0
9242.0,29472,4238.0,3933.0,388.0
22056.0,29488,11976.0,8744.0,814.0
46516.0,29501,27684.0,15790.0,1100.0
10493.0,29510,5282.0,4674.0,383.0
9601.0,29541,6071.0,3128.0,99.0
524.0,29943,161.0,363.0,0.0
2148.0,29482,2048.0,6.0,51.0
57000.0,29485,38725.0,10682.0,3696.0
1042.0,29518,683.0,353.0,6.0
3524.0,29547,1513.0,1429.0,459.0
15066.0,29568,9686.0,4827.0,339.0
37681.0,29615,28078.0,3764.0,2887.0
30295.0,29640,25997.0,2180.0,1459.0
2088.0,29643,2031.0,37.0,0.0
26598.0,29649,17320.0,7159.0,769.0
5885.0,29661,5404.0,115.0,291.0
2084.0,29664,2049.0,0.0,35.0
6610.0,29666,5459.0,992.0,129.0
29287.0,29673,21026.0,5692.0,1489.0
5305.0,29676,5163.0,53.0,47.0
3669.0,29682,3511.0,12.0,137.0
41209.0,29687,30958.0,4916.0,3568.0
14413.0,29693,13042.0,653.0,253.0
35157.0,29710,27340.0,3363.0,2325.0
2902.0,29714,2334.0,513.0,0.0
1400.0,29717,1195.0,178.0,14.0
2319.0,29439,2319.0,0.0,0.0
487.0,29373,442.0,10.0,0.0
1981.0,29404,1267.0,310.0,186.0
4379.0,29435,3101.0,1141.0,8.0
8265.0,29449,4013.0,3980.0,94.0
3195.0,29458,1017.0,2175.0,0.0
37133.0,29461,24712.0,9833.0,1063.0
51379.0,29464,43737.0,3799.0,1551.0
4900.0,29470,3304.0,1207.0,359.0
2136.0,29474,1454.0,443.0,239.0
39518.0,29203,4815.0,32087.0,1254.0
33590.0,29209,14958.0,15429.0,1564.0
16958.0,29302,12560.0,3034.0,452.0
14140.0,29571,4880.0,8799.0,56.0
18121.0,29307,12881.0,3819.0,693.0
26719.0,29316,20503.0,3792.0,1020.0
3402.0,29570,1763.0,910.0,11.0
31816.0,29577,21176.0,4458.0,4688.0
1336.0,29580,160.0,1115.0,0.0
1669.0,29593,778.0,865.0,15.0
28362.0,29617,16878.0,4081.0,6448.0
40931.0,29621,30896.0,6996.0,1288.0
12570.0,29626,8754.0,2851.0,568.0
15176.0,29631,12379.0,742.0,376.0
21182.0,29644,14656.0,4528.0,1131.0
491.0,29658,481.0,7.0,3.0
23217.0,29690,19807.0,1981.0,955.0
4711.0,29692,3585.0,911.0,70.0
5386.0,29696,4640.0,119.0,347.0
1441.0,29727,783.0,569.0,42.0
4224.0,29810,512.0,3611.0,49.0
323.0,29840,0.0,308.0,0.0
631.0,29848,540.0,82.0,0.0
383.0,29939,97.0,286.0,0.0
143.0,29046,0.0,143.0,0.0
2889.0,29101,1585.0,1129.0,126.0
3973.0,29168,1525.0,2364.0,17.0
4046.0,29940,1495.0,2331.0,158.0
1849.0,29137,905.0,804.0,2.0
14934.0,29153,5915.0,8287.0,425.0
3046.0,29162,2004.0,830.0,185.0
24170.0,29169,14519.0,4596.0,3835.0
274.0,29202,183.0,9.0,12.0
6910.0,29148,3288.0,3521.0,49.0
1017.0,29320,415.0,0.0,602.0
1136.0,29453,601.0,406.0,74.0
5189.0,29581,3475.0,1296.0,352.0
15869.0,29657,13998.0,1081.0,368.0
17587.0,29569,11100.0,5666.0,397.0
40940.0,29607,24709.0,11441.0,2167.0
2239.0,29741,1727.0,396.0,23.0
15826.0,29902,10351.0,3328.0,1206.0
3985.0,29944,1980.0,1922.0,56.0
5232.0,29945,974.0,4166.0,33.0
2199.0,29712,1693.0,397.0,71.0
13892.0,29520,6505.0,6934.0,157.0
32358.0,29642,28722.0,1746.0,915.0
263.0,29667,235.0,25.0,0.0
3934.0,29689,3818.0,82.0,0.0
2859.0,29080,583.0,2132.0,94.0
1694.0,29146,606.0,1047.0,15.0
25814.0,29045,15906.0,6527.0,1702.0
17232.0,29118,4949.0,10440.0,731.0
4164.0,29372,3027.0,821.0,209.0
13202.0,29492,10943.0,1343.0,667.0
21408.0,29020,12604.0,7402.0,800.0
5852.0,29044,1737.0,3948.0,131.0
21766.0,29036,19825.0,766.0,838.0
614.0,29037,401.0,166.0,29.0
3715.0,29039,1760.0,1825.0,79.0
10616.0,29040,5169.0,4046.0,520.0
5076.0,29042,802.0,4198.0,30.0
760.0,29208,446.0,197.0,48.0
2035.0,29126,1505.0,521.0,9.0
1056.0,29117,57.0,917.0,11.0
0.0,29147,0.0,0.0,0.0
1308.0,29225,1038.0,148.0,47.0
336.0,29324,336.0,0.0,0.0
247.0,29329,247.0,0.0,0.0
194.0,29331,194.0,0.0,0.0
581.0,29333,408.0,62.0,76.0
293.0,29346,282.0,0.0,0.0
96.0,29368,96.0,0.0,0.0
175.0,29378,17.0,25.0,133.0
2666.0,29409,2099.0,238.0,123.0
22836.0,29410,15136.0,3758.0,2159.0
390.0,29424,264.0,72.0,23.0
45385.0,29588,35997.0,3523.0,4535.0
1917.0,29613,1499.0,175.0,84.0
2128.0,29614,1642.0,143.0,151.0
5129.0,29634,4251.0,497.0,143.0
28866.0,29707,24142.0,1467.0,2181.0
1852.0,29733,1244.0,460.0,86.0
1120.0,29899,319.0,731.0,16.0
712.0,29904,366.0,86.0,187.0
3083.0,29905,1994.0,270.0,543.0
14801.0,29907,10709.0,2392.0,1241.0
18829.0,29909,17375.0,324.0,512.0
0.0,29912,0.0,0.0,0.0
445.0,29915,408.0,0.0,7.0
4420.0,29817,1483.0,2792.0,145.0
3194.0,29321,2492.0,535.0,30.0
1763.0,29014,1009.0,696.0,0.0
2169.0,29038,1442.0,394.0,256.0
17852.0,29053,12378.0,3665.0,1390.0
4037.0,29055,2661.0,1240.0,17.0
60081.0,29072,50694.0,3513.0,2816.0
112.0,29074,112.0,0.0,0.0
1763.0,29114,880.0,792.0,10.0
8525.0,29123,6931.0,678.0,690.0
3211.0,29178,2437.0,740.0,11.0
50870.0,29223,14264.0,28232.0,3991.0
16085.0,29306,5717.0,9516.0,498.0
8281.0,29322,7611.0,180.0,212.0
7842.0,29376,6070.0,1292.0,392.0
21888.0,29403,11201.0,9664.0,463.0
33984.0,29406,11090.0,15059.0,6464.0
39520.0,29414,29591.0,6582.0,1545.0
1455.0,29471,844.0,563.0,47.0
25916.0,29527,16526.0,7335.0,1276.0
2325.0,29530,2002.0,174.0,103.0
200.0,29850,200.0,0.0,0.0
2688.0,29856,2099.0,369.0,119.0
25149.0,29906,11973.0,9828.0,2425.0
1537.0,29916,1006.0,484.0,0.0
16366.0,29928,14855.0,471.0,774.0
1002.0,29929,581.0,388.0,0.0
7833.0,29160,5862.0,1566.0,218.0
15914.0,29070,13364.0,1327.0,911.0
1211.0,29113,567.0,634.0,0.0
919.0,29133,286.0,630.0,0.0
5939.0,29335,4407.0,1071.0,222.0
5190.0,29164,3140.0,1819.0,18.0
24756.0,29205,17180.0,5480.0,943.0
35704.0,29301,15809.0,12984.0,4994.0
20651.0,29360,12299.0,6424.0,1334.0
6947.0,29431,6027.0,655.0,27.0
4430.0,29451,4002.0,0.0,221.0
164.0,29493,77.0,87.0,0.0
24850.0,29505,14055.0,8893.0,903.0
582.0,29543,247.0,191.0,0.0
2192.0,29563,1560.0,612.0,0.0
765.0,29564,77.0,667.0,0.0
16094.0,29624,8459.0,6556.0,494.0
19301.0,29627,15659.0,2622.0,558.0
34886.0,29650,25529.0,2591.0,3632.0
4682.0,29653,3048.0,1306.0,165.0
6915.0,29655,5866.0,904.0,111.0
3915.0,29684,3398.0,289.0,6.0
9978.0,29702,8067.0,1076.0,238.0
3288.0,29590,458.0,2322.0,431.0
13292.0,29560,4752.0,7685.0,583.0
534.0,29567,190.0,216.0,16.0
11446.0,29574,4996.0,5891.0,361.0
16548.0,29582,14178.0,1160.0,632.0
28813.0,29625,21935.0,4724.0,1573.0
1225.0,29635,1158.0,25.0,5.0
205.0,29683,205.0,0.0,0.0
935.0,29686,874.0,15.0,11.0
13430.0,29697,11219.0,1212.0,524.0
2029.0,29001,979.0,935.0,111.0
1603.0,29481,626.0,889.0,48.0
18182.0,29512,6266.0,10542.0,698.0
31952.0,29550,20548.0,9888.0,726.0
40272.0,29579,33149.0,3538.0,1972.0
2365.0,29584,2222.0,125.0,18.0
5350.0,29591,3617.0,1542.0,29.0
20775.0,29532,9655.0,10337.0,359.0
5383.0,29540,2013.0,3156.0,118.0
1444.0,29545,1028.0,346.0,55.0
2965.0,29546,1076.0,1566.0,323.0
8582.0,29554,3841.0,4694.0,15.0
5824.0,29555,3967.0,1750.0,82.0
12089.0,29556,2597.0,9060.0,191.0
17603.0,29566,13898.0,1950.0,1024.0
9395.0,29572,8230.0,680.0,312.0
31037.0,29576,28288.0,1509.0,448.0
4985.0,29583,2994.0,1874.0,54.0
2170.0,29596,1488.0,506.0,93.0
37130.0,29605,17623.0,14866.0,3206.0
29191.0,29609,20267.0,4934.0,2815.0
30274.0,29611,14384.0,9217.0,5973.0
2505.0,29628,1334.0,961.0,23.0
9643.0,29645,7212.0,1774.0,431.0
89.0,29659,52.0,37.0,0.0
140.0,29665,72.0,0.0,68.0
12153.0,29672,10823.0,744.0,370.0
1704.0,29685,1596.0,79.0,0.0
11113.0,29691,8351.0,530.0,1614.0
3693.0,29704,3255.0,200.0,81.0
518.0,29849,297.0,221.0,0.0
861.0,29743,838.0,0.0,23.0
11879.0,29829,7887.0,2945.0,845.0
5506.0,29847,2569.0,2559.0,324.0
7328.0,29851,6013.0,944.0,260.0
41018.0,29910,28494.0,2487.0,8652.0
377.0,29923,45.0,312.0,0.0
587.0,29941,254.0,333.0,0.0
3928.0,29935,2394.0,855.0,359.0
13666.0,29936,6117.0,6558.0,840.0
3028.0,29075,1972.0,639.0,417.0
1317.0,29081,766.0,453.0,93.0
1663.0,29111,893.0,689.0,44.0
40.0,29122,24.0,16.0,0.0
5187.0,29142,1574.0,3383.0,11.0
1827.0,29152,1244.0,261.0,141.0
11261.0,29161,5428.0,5168.0,471.0
849.0,29166,623.0,207.0,17.0
21555.0,29170,16417.0,2876.0,1061.0
19182.0,29206,14106.0,3079.0,1085.0
50866.0,29229,15444.0,28062.0,3308.0
12489.0,29323,10470.0,1272.0,361.0
8987.0,29330,7673.0,516.0,463.0
20482.0,29341,13601.0,5410.0,1090.0
1329.0,29351,1212.0,95.0,10.0
928.0,29355,814.0,101.0,0.0
8459.0,29356,7551.0,475.0,322.0
17485.0,29379,10616.0,5987.0,343.0
9297.0,29670,6628.0,1874.0,296.0
32031.0,29680,22801.0,5996.0,2336.0
57959.0,29681,44302.0,6891.0,3705.0
7081.0,29709,5094.0,1823.0,10.0
39.0,29724,39.0,0.0,0.0
55937.0,29730,28659.0,21468.0,2629.0
30697.0,29745,24615.0,4842.0,740.0
11357.0,29812,5876.0,4924.0,350.0
4332.0,29831,2790.0,1109.0,207.0
7462.0,29842,3641.0,3082.0,519.0
1195.0,29843,1021.0,163.0,6.0
29586.0,29212,19925.0,6386.0,1433.0
25089.0,29303,12926.0,7671.0,2888.0
11211.0,29365,9428.0,1164.0,368.0
15721.0,29388,11945.0,2685.0,485.0
9627.0,29401,7871.0,1144.0,371.0
29677.0,29405,7847.0,19659.0,1191.0
40275.0,29412,31804.0,6180.0,857.0
1035.0,29423,661.0,191.0,58.0
1888.0,29426,774.0,1101.0,13.0
6510.0,29003,2385.0,3877.0,162.0
1928.0,29030,879.0,1021.0,28.0
2007.0,29051,565.0,1338.0,101.0
9260.0,29054,8453.0,198.0,459.0
39090.0,29063,26062.0,10199.0,920.0
2971.0,29018,942.0,1927.0,17.0
12541.0,29033,8576.0,2821.0,227.0
2111.0,29052,4.0,2106.0,0.0
4393.0,29069,2626.0,1626.0,0.0
10.0,29079,0.0,10.0,0.0
20890.0,29108,9655.0,8647.0,2237.0
11196.0,29138,4706.0,3400.0,2889.0
3841.0,29112,2135.0,1494.0,70.0
8339.0,29127,6574.0,1637.0,65.0
5755.0,29130,3003.0,2364.0,43.0
39616.0,29150,17022.0,19653.0,1687.0
18709.0,29204,7289.0,10528.0,200.0
10720.0,29006,7429.0,2475.0,633.0
12469.0,29010,4120.0,7841.0,423.0
1136.0,29031,204.0,887.0,11.0
4825.0,29048,1915.0,2629.0,96.0
131.0,29062,63.0,68.0,0.0
509.0,29065,139.0,370.0,0.0
11093.0,29067,8384.0,2325.0,28.0
46555.0,29073,36430.0,5663.0,2218.0
2737.0,29107,1806.0,884.0,0.0
16012.0,29536,6374.0,8369.0,333.0
5301.0,29544,5020.0,173.0,53.0
7836.0,29565,3779.0,3893.0,33.0
18727.0,29575,16086.0,627.0,777.0
15022.0,29585,12331.0,1573.0,755.0
14972.0,29630,11390.0,1505.0,1145.0
3225.0,29638,2321.0,707.0,43.0
28182.0,29646,13569.0,11345.0,3078.0
47493.0,29651,36765.0,4365.0,4411.0
9306.0,29654,7815.0,1011.0,224.0
15696.0,29662,9346.0,4220.0,1565.0
12058.0,29669,10070.0,1017.0,763.0
689.0,29828,542.0,147.0,0.0
28308.0,29801,13517.0,12635.0,1200.0
971.0,29816,537.0,114.0,320.0
119.0,29826,18.0,100.0,0.0
880.0,29469,814.0,45.0,0.0
6758.0,29479,2356.0,4199.0,59.0
81942.0,29483,57182.0,16893.0,4053.0
2999.0,29487,1081.0,1723.0,184.0
20823.0,29506,6018.0,14070.0,408.0
4986.0,29511,4417.0,306.0,195.0
1038.0,29516,407.0,392.0,89.0
228.0,29519,110.0,118.0,0.0
46369.0,29526,34885.0,7702.0,2503.0
23373.0,30339,12128.0,5244.0,2049.0
13598.0,30401,7033.0,5606.0,702.0
1372.0,30452,1001.0,277.0,79.0
465.0,30455,363.0,87.0,15.0
5885.0,30457,3924.0,1833.0,112.0
12070.0,30467,6499.0,5191.0,186.0
26966.0,30504,9337.0,1549.0,14707.0
9042.0,30510,6709.0,630.0,1378.0
16398.0,30354,2065.0,11542.0,1449.0
3322.0,30421,2721.0,444.0,137.0
5386.0,30434,1612.0,3438.0,324.0
12092.0,30436,8360.0,2414.0,1074.0
1701.0,30441,1208.0,451.0,13.0
76.0,30448,22.0,50.0,0.0
1936.0,30456,824.0,1040.0,30.0
14366.0,30461,10261.0,3115.0,419.0
5085.0,30471,3121.0,1516.0,294.0
21080.0,30512,19791.0,130.0,674.0
897.0,30522,897.0,0.0,0.0
1805.0,30552,1513.0,5.0,151.0
6330.0,30530,5510.0,275.0,166.0
7431.0,30535,6433.0,47.0,412.0
18630.0,30548,15327.0,1133.0,1089.0
24416.0,30017,12546.0,7531.0,1635.0
9308.0,30025,6892.0,1848.0,456.0
39104.0,30038,1614.0,36532.0,547.0
65959.0,30052,39010.0,18115.0,5142.0
3306.0,30055,3016.0,91.0,165.0
25218.0,30071,5289.0,4619.0,12033.0
49262.0,30019,28735.0,11204.0,5443.0
40056.0,30005,22444.0,3962.0,2308.0
31982.0,30008,7495.0,12849.0,10023.0
68807.0,30022,39161.0,9376.0,6249.0
77334.0,30024,42628.0,6978.0,6135.0
66531.0,30041,48905.0,1583.0,4900.0
55548.0,30066,38664.0,7184.0,4365.0
29011.0,30082,12551.0,9224.0,4541.0
58323.0,30083,6543.0,45066.0,2251.0
34928.0,30094,12389.0,18664.0,1971.0
6649.0,30113,6172.0,166.0,62.0
23814.0,30125,15231.0,2898.0,5166.0
7142.0,30145,6308.0,615.0,115.0
861.0,30148,748.0,0.0,67.0
43310.0,30152,27851.0,7998.0,3707.0
12940.0,30204,7605.0,4627.0,259.0
36441.0,30215,22852.0,9036.0,1813.0
9144.0,30217,7562.0,1051.0,248.0
1628.0,30218,1258.0,313.0,13.0
36986.0,30223,19464.0,14241.0,2208.0
23245.0,30233,17049.0,4814.0,737.0
25161.0,30248,16469.0,6337.0,1717.0
55176.0,30253,18864.0,27823.0,3410.0
2589.0,30256,2472.0,55.0,24.0
10434.0,30268,4950.0,4194.0,1102.0
14663.0,30273,1775.0,9838.0,1596.0
35347.0,30274,2509.0,27376.0,3429.0
9230.0,30288,630.0,6850.0,1297.0
28671.0,30296,1427.0,23875.0,2170.0
6719.0,30303,1774.0,3906.0,493.0
29629.0,30501,11205.0,4350.0,13455.0
11753.0,30513,11191.0,57.0,129.0
46415.0,30519,28167.0,8147.0,4572.0
698.0,30545,656.0,6.0,0.0
24892.0,30549,20593.0,1975.0,1429.0
3545.0,30571,3276.0,42.0,102.0
2824.0,30602,1576.0,452.0,138.0
4205.0,30828,1519.0,2604.0,23.0
54242.0,30016,20061.0,29159.0,2791.0
58041.0,30101,39936.0,10698.0,4687.0
5038.0,30582,4695.0,113.0,127.0
67.0,30665,21.0,46.0,0.0
3779.0,30734,3624.0,1.0,0.0
37111.0,30328,23762.0,4497.0,3286.0
25562.0,30345,11697.0,5653.0,5843.0
4766.0,30411,2364.0,2312.0,90.0
2012.0,30516,1733.0,197.0,47.0
7305.0,30525,6486.0,93.0,632.0
1580.0,30541,1334.0,0.0,246.0
6601.0,30683,4534.0,1133.0,791.0
3209.0,30547,3008.0,131.0,43.0
2273.0,30555,2220.0,0.0,27.0
940.0,30746,940.0,0.0,0.0
4646.0,30725,4200.0,109.0,238.0
20609.0,30728,18255.0,1182.0,244.0
15438.0,30747,12558.0,2297.0,271.0
8463.0,30752,7958.0,36.0,196.0
58114.0,30906,15664.0,38128.0,2493.0
5920.0,30002,3152.0,2119.0,200.0
15428.0,30011,10964.0,1866.0,1914.0
32968.0,30033,20243.0,4219.0,2441.0
70510.0,30040,52968.0,3174.0,7757.0
90675.0,30043,38599.0,21632.0,16285.0
2824.0,30079,720.0,1560.0,58.0
4960.0,30104,4577.0,161.0,94.0
21742.0,30106,6295.0,12299.0,2493.0
23373.0,30121,16848.0,3694.0,1828.0
25786.0,30122,7689.0,13821.0,3090.0
2498.0,30182,2203.0,20.0,54.0
6612.0,30184,6120.0,86.0,206.0
7918.0,30187,6209.0,1117.0,313.0
38550.0,30189,30832.0,2861.0,3180.0
49694.0,30236,8971.0,30085.0,7342.0
46286.0,30252,29920.0,12109.0,2065.0
4345.0,30257,3478.0,659.0,179.0
3047.0,30258,2641.0,252.0,4.0
639.0,30285,573.0,57.0,0.0
22275.0,30312,9027.0,10952.0,979.0
13737.0,30317,6161.0,6333.0,233.0
4701.0,30559,4438.0,16.0,79.0
1645.0,30568,1255.0,109.0,249.0
796.0,30572,742.0,18.0,16.0
1533.0,30575,912.0,33.0,583.0
2310.0,30576,2091.0,73.0,138.0
21204.0,30577,17010.0,2581.0,732.0
2140.0,30625,1681.0,351.0,91.0
4735.0,30629,3954.0,468.0,49.0
6506.0,30646,5152.0,507.0,608.0
954.0,30667,755.0,150.0,48.0
18337.0,30677,15425.0,1224.0,753.0
44468.0,30506,38068.0,308.0,5156.0
30076.0,30507,11833.0,3714.0,13381.0
4009.0,30511,2754.0,0.0,1231.0
3467.0,30171,3287.0,12.0,44.0
10748.0,30607,4756.0,2623.0,2937.0
23685.0,30601,9665.0,9871.0,3485.0
41451.0,30605,26020.0,9451.0,2231.0
1647.0,30631,580.0,1045.0,10.0
53328.0,30075,41282.0,4820.0,3962.0
24161.0,30116,19101.0,2862.0,1425.0
1805.0,30413,1019.0,769.0,15.0
6161.0,30415,5559.0,408.0,105.0
121.0,30423,101.0,4.0,11.0
782.0,30426,331.0,450.0,1.0
31.0,30438,24.0,7.0,0.0
1251.0,30446,663.0,485.0,75.0
338.0,30470,304.0,11.0,3.0
2445.0,30473,1819.0,423.0,122.0
32341.0,30341,14207.0,5243.0,8504.0
32613.0,30068,24895.0,2085.0,2122.0
63171.0,30188,49143.0,4321.0,6260.0
4352.0,30295,3485.0,691.0,85.0
66053.0,30062,45908.0,7528.0,4590.0
4663.0,28338,3022.0,1036.0,479.0
60107.0,28078,45529.0,7041.0,4388.0
25540.0,28083,14624.0,6343.0,3639.0
2746.0,28088,2385.0,88.0,172.0
826.0,28101,813.0,3.0,3.0
26999.0,28112,16809.0,4266.0,5341.0
2383.0,28133,2170.0,110.0,72.0
24878.0,28147,16211.0,3735.0,4160.0
3586.0,28160,2210.0,1184.0,72.0
15099.0,28164,13435.0,890.0,359.0
2323.0,28617,2058.0,5.0,227.0
5013.0,28636,4205.0,90.0,691.0
1734.0,28637,1642.0,64.0,0.0
7419.0,28651,7189.0,12.0,178.0
27479.0,28658,19598.0,2587.0,3491.0
114.0,28662,114.0,0.0,0.0
314.0,28668,311.0,1.0,2.0
4028.0,28676,3693.0,10.0,291.0
7139.0,28705,6822.0,39.0,116.0
11182.0,28723,9074.0,626.0,1103.0
759.0,28740,694.0,0.0,37.0
1987.0,28743,1933.0,0.0,29.0
29.0,28749,29.0,0.0,0.0
116.0,28757,111.0,0.0,0.0
7671.0,28761,7315.0,98.0,111.0
8095.0,28771,6969.0,13.0,129.0
1061.0,28772,1043.0,0.0,16.0
3056.0,28773,2916.0,42.0,61.0
6562.0,28782,6123.0,286.0,75.0
5281.0,28789,4134.0,47.0,166.0
3308.0,28790,3095.0,0.0,92.0
14954.0,28791,12774.0,380.0,1221.0
22189.0,28804,19395.0,404.0,1659.0
1076.0,28006,1002.0,0.0,42.0
721.0,28017,673.0,33.0,10.0
13991.0,28021,12103.0,1114.0,421.0
15623.0,28023,13370.0,644.0,1045.0
17824.0,28036,15175.0,843.0,1040.0
2536.0,28480,2448.0,4.0,35.0
26318.0,28715,23294.0,331.0,2066.0
17807.0,28716,16264.0,241.0,849.0
3271.0,28729,3224.0,0.0,0.0
17479.0,28732,15146.0,912.0,759.0
10.0,28733,7.0,0.0,0.0
26601.0,28001,20310.0,3948.0,1237.0
714.0,28007,54.0,660.0,0.0
4699.0,28018,4487.0,80.0,91.0
2082.0,28020,1960.0,0.0,3.0
54829.0,28025,36524.0,9394.0,7230.0
1292.0,28072,1082.0,190.0,14.0
1790.0,28432,1331.0,459.0,0.0
5303.0,28394,4163.0,658.0,353.0
2466.0,28395,1656.0,517.0,42.0
37995.0,28411,31932.0,3436.0,1505.0
934.0,28452,429.0,491.0,14.0
1975.0,28436,1395.0,309.0,138.0
3818.0,28441,1615.0,925.0,1200.0
22138.0,28443,20235.0,520.0,503.0
7024.0,28458,2788.0,2890.0,1306.0
9741.0,28463,5417.0,3203.0,799.0
6274.0,28479,5248.0,614.0,111.0
1503.0,28510,1301.0,115.0,55.0
3236.0,28512,3097.0,36.0,66.0
2584.0,28515,1270.0,1022.0,146.0
1585.0,28421,913.0,501.0,154.0
8404.0,28422,5915.0,1812.0,314.0
2359.0,28423,598.0,685.0,172.0
2205.0,28430,1653.0,322.0,169.0
7278.0,28445,6594.0,88.0,347.0
887.0,28448,656.0,115.0,116.0
1932.0,28449,1887.0,0.0,38.0
5093.0,28468,4771.0,191.0,76.0
461.0,28745,461.0,0.0,0.0
3387.0,28751,3153.0,45.0,140.0
30591.0,28752,25915.0,1418.0,2204.0
7388.0,28768,6854.0,281.0,192.0
19818.0,28805,16249.0,1825.0,1370.0
19401.0,28906,17623.0,326.0,654.0
23790.0,28390,10695.0,7023.0,3547.0
4199.0,28344,2061.0,566.0,1390.0
14931.0,28360,2792.0,1624.0,1438.0
5984.0,28391,4664.0,648.0,339.0
24279.0,28401,11694.0,9265.0,2123.0
375.0,28708,375.0,0.0,0.0
20017.0,28712,17563.0,1216.0,757.0
1640.0,28717,1558.0,0.0,72.0
2660.0,28742,2619.0,40.0,0.0
2243.0,28747,2099.0,0.0,117.0
1221.0,28009,853.0,307.0,0.0
13046.0,28016,10528.0,1451.0,696.0
17327.0,28034,13882.0,1872.0,1056.0
20110.0,28037,18641.0,324.0,616.0
34401.0,28056,27069.0,3115.0,2250.0
2649.0,28071,2524.0,104.0,5.0
18621.0,28075,12988.0,3259.0,392.0
36737.0,28079,27641.0,3463.0,3249.0
7941.0,28080,7186.0,240.0,228.0
