tract,state,county,pop_total,pop_white,pop_black,pop_hispanic
158114,36,103,3669.0,3085.0,18.0,363.0
122404,36,103,3683.0,2491.0,289.0,843.0
122602,36,103,4938.0,3033.0,157.0,1362.0
122704,36,103,2337.0,982.0,336.0,514.0
123001,36,103,5639.0,3746.0,383.0,928.0
123302,36,103,1874.0,87.0,1019.0,688.0
123701,36,103,7140.0,1494.0,962.0,4397.0
158709,36,103,2559.0,2332.0,45.0,134.0
158804,36,103,7561.0,5119.0,301.0,1819.0
159107,36,103,3752.0,2919.0,28.0,652.0
159108,36,103,7325.0,4873.0,384.0,1737.0
122406,36,103,5341.0,105.0,3178.0,1747.0
122601,36,103,5811.0,3262.0,854.0,965.0
122706,36,103,3646.0,2628.0,134.0,342.0
123101,36,103,3154.0,2526.0,91.0,452.0
123201,36,103,2261.0,566.0,680.0,870.0
123702,36,103,8960.0,4677.0,563.0,3400.0
146902,36,103,3687.0,3478.0,40.0,159.0
124401,36,103,3546.0,3102.0,62.0,317.0
134906,36,103,5985.0,5286.0,32.0,421.0
135004,36,103,3037.0,2588.0,114.0,189.0
135303,36,103,3945.0,3310.0,97.0,333.0
146003,36,103,9753.0,1666.0,2235.0,4952.0
146102,36,103,2872.0,367.0,493.0,1738.0
146105,36,103,6657.0,1232.0,669.0,4600.0
146202,36,103,4501.0,328.0,1728.0,2307.0
146203,36,103,4957.0,960.0,954.0,2819.0
146300,36,103,2172.0,1248.0,514.0,260.0
146403,36,103,4816.0,845.0,1366.0,2423.0
146404,36,103,3472.0,1163.0,782.0,1503.0
147200,36,103,6788.0,2862.0,1004.0,2654.0
146608,36,103,2706.0,1931.0,0.0,594.0
146611,36,103,3028.0,2424.0,322.0,161.0
146612,36,103,5072.0,4284.0,156.0,450.0
147503,36,103,1373.0,1283.0,0.0,86.0
147601,36,103,2327.0,2073.0,54.0,130.0
158011,36,103,4575.0,3596.0,7.0,403.0
158322,36,103,1930.0,1605.0,0.0,85.0
158323,36,103,6602.0,5800.0,4.0,547.0
158409,36,103,3989.0,3004.0,184.0,312.0
158410,36,103,3161.0,2976.0,87.0,98.0
159411,36,103,3451.0,2821.0,112.0,499.0
159412,36,103,8277.0,6573.0,408.0,920.0
159509,36,103,2980.0,2184.0,136.0,600.0
159510,36,103,173.0,88.0,0.0,77.0
159511,36,103,7615.0,4118.0,621.0,2124.0
159512,36,103,2319.0,1603.0,107.0,563.0
169703,36,103,1654.0,1460.0,19.0,130.0
169704,36,103,7039.0,5317.0,1037.0,363.0
169901,36,103,6388.0,4041.0,1198.0,1038.0
169902,36,103,4230.0,3617.0,204.0,369.0
190503,36,103,2838.0,2477.0,78.0,283.0
190504,36,103,1748.0,1674.0,14.0,26.0
190603,36,103,4962.0,2760.0,110.0,1994.0
190604,36,103,4321.0,3611.0,10.0,624.0
200901,36,103,1034.0,890.0,15.0,63.0
200902,36,103,7137.0,5095.0,138.0,1807.0
990100,36,103,0.0,0.0,0.0,0.0
